,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
213,5f5b65c80b0a3e07df98a55c,5cd5fe480f0de600018e7251,APPROVED,55:54.1,04:13.2,499.136,27,16:03.6,4DE9B385,United Kingdom,Female,21,"Sep 11, 2020 7:55:56 am","Sep 11, 2020 8:04:11 am",Complete,,,,English,,1599825356_5f5b65cc01b3b0.88522059,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,present,5cd5fe480f0de600018e7251,0,Her parents may not be at home.,0,The red team managed to score the same amount of goals after half-time. They drew.,0,His passport is missing.,-0.296,John manages to hurt himself in the process of helping prepare dinner.,-0.296,The beach may be a little too overcrowded and the tide might be a little too high.,0,She goes to her neighbour's house for dinner instead.,0,The meeting may run later than expected.,0,She doesn't get the loan for a new car.,0,He doesn't have any milk or sugar for his tea.,0,His mother doesn't pick up the phone due to the time difference.,0,No,
215,5f5b65e1feaaf928d7de77df,5f2aa1a87bf471304a994dff,APPROVED,56:27.9,04:40.2,492.326,30,16:05.8,4DE9B385,United Kingdom,Female,24,"Sep 11, 2020 7:56:37 am","Sep 11, 2020 8:04:39 am",Complete,,,,English,,1599825397_5f5b65f587ee38.06918633,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,positive,present,5f2aa1a87bf471304a994dff,0,they were not home,0,The red team change their luck and end up winning the game.,0.7506,he loses his passport ,-0.3182,he drops the cooked potatoes on the floor,0,she sees a shark ,0,she leaves her bottle of wine at the shop,0,she discovers her business meeting is with an ex from university,0,on her way home from the car dealership she crashes her new car,0,his friend from university calls him,0.4939,His call does not connect to his mother,0,No,
216,5f5b65e7c81d362906737c73,5e9397d303807b2006e77d5a,APPROVED,56:26.7,02:43.3,376.612,41,16:07.9,4DE9B385,United Kingdom,Female,23,"Sep 11, 2020 7:56:28 am","Sep 11, 2020 8:02:41 am",Complete,,,,English,,1599825388_5f5b65ec122a80.83598406,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5e9397d303807b2006e77d5a,0,They aren't in,0,The red team scored 5 goals in the second half and won the match,0.5719,He loses his passport,-0.3182,He cuts his finger,-0.296,The water is very cold,0,She ends up inviting neighbour in for dinner and to share wine,0.5423,She had gotten the time wrong,-0.4767,Her car ended up needing costly repairs,-0.1027,He spilled the tea over himself,0,There is no answer,-0.296,No,
217,5f5b65f6d6397f0799604e4e,56c22e040a25f1000ae56894,APPROVED,56:44.7,05:15.4,510.764,38,16:10.0,4DE9B385,Ireland,Female,27,"Sep 11, 2020 7:56:48 am","Sep 11, 2020 8:05:12 am",Complete,,,,English,,1599825408_5f5b66001a24d4.29993396,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,56c22e040a25f1000ae56894,0,Nobody was home.,0,The Blue Team lose the game.,-0.4019,His house has been burgled when he gets home,0,John gets an emergency phone call from his parents and has to leave,-0.4215,The lifeguard was wrong. Rebecca is attacked by a shark,-0.46775,Dinner never happens. Her neighbour invites Sally over for drinks instead,0,Belinda's meeting is cancelled,-0.25,Lucy crashes her car on the way home,0,The milk is gone off,0,A police officer answers the phone. His mother has been in a car accident,-0.23835,No,
218,5f5b65fd1a328c28d73f4b5c,5e39769ea9cf94187e49eed5,APPROVED,56:45.3,01:14.8,269.534,31,16:12.3,4DE9B385,United Kingdom,Female,25,"Sep 11, 2020 7:56:47 am","Sep 11, 2020 8:01:12 am",Complete,,,,English,,1599825407_5f5b65ff65c4a0.87536722,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5e39769ea9cf94187e49eed5,0,A stranger answered the door.,0,The Red Team won.,0.5719,He breaks his leg and can't fly home.,0,Their guests cancel.,-0.25,She sees a shark.,0,Someone has broken into her house when she gets home.,-0.4767,Nobody else turns up.,0,She decides to buy a new bike instead.,0,The doorbell rang.,0,He dropped his phone.,0,No,
219,5f5b6607291dc628dbf71e63,5c389923184bfd00010b4ce7,APPROVED,56:57.5,02:27.3,329.803,46,16:14.6,4DE9B385,United Kingdom,Male,26,"Sep 11, 2020 7:56:59 am","Sep 11, 2020 8:02:25 am",Complete,,,,English,,1599825419_5f5b660b16f971.07314375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5c389923184bfd00010b4ce7,0,The door collapsed inwards,-0.2732,Red team scored five to win,0.5859,The luggage contains a secret love letter,0.6369,The guests call to cancel,-0.25,She is attacked by a giant squid,-0.4588,Neighbour steals her wine and runs away,-0.5106,She realises she is one whole day early,0,Someone offers her £80k for her old car,0,He spilt his tea,0,She doesn't pick up,0,No,
220,5f5b662c3e753428c032a68c,56cefc4cb009e1000aa73684,APPROVED,57:37.6,04:26.2,408.616,29,16:16.7,4DE9B385,United Kingdom,Female,28,"Sep 11, 2020 7:57:39 am","Sep 11, 2020 8:04:24 am",Complete,,,,English,,1599825459_5f5b663353bfb2.23706993,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,56cefc4cb009e1000aa73684,0,Her parents aren't home because they're out enjoying the lovely spring day.,0.802,The Blue Team lost the game by 5-4,-0.3182,He loses the wheel on his luggage and has to carry it everywhere. ,-0.3182,The oven breaks down and they can't prepare for the dinner party.,0.4019,The sea is crowded with people and Rebecca doesn't enjoy her swim. ,-0.3875,Sally drops the bottle of wine and it shatters. ,0,The meeting has been changed to a later time than originally stated. ,0,The bank decided to still over Lucy a loan.,0,The tea bag split when the hot water was poured into the pot.,0,His mother doesn't answer the phone call.,0,No,
222,5f5b6641dae8082944b5ad71,5cbe0f575c7161000191fe80,APPROVED,57:58.0,19:14.8,1276.815,25,16:19.2,4DE9B385,United Kingdom,Female,29,"Sep 11, 2020 7:57:59 am","Sep 11, 2020 8:19:11 am",Complete,,,,English,,1599825479_5f5b6647a18d35.84513576,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5cbe0f575c7161000191fe80,0,"The door opened slightly as she knocked - it wasn't closed in the first place,which was weird since her parents were always careful to close and lock the front door.",-0.0258,A massive explosion somewhere on the outskirts of town - nobody was hurt but they will have to re-play the last half of the game.,-0.296,It's obviously the wrong luggage and he finds a crystal skull inside the suitcase when he tries to find out whom it belongs to. The situation transforms into a mix of Indiana Jones and Carl Pilkington as he tries to get on with his holiday without getting maimed.,-0.0374,"Things get steamy - it's always nice to get help and compliments - the dinner party is a success, the potatoes were delicious and little  Suzie is getting a sibling in 9 months time!",0.9558,She gets stung by a jellyfish while she is swimming and the attractive lifeguard has to pee on it - so ensues a lovely summer romance with the girl of her dreams!,0.927,Walking home is when she finds out that the neighbor hood is under threat from a billionaire that wants to transform it into high end apartments/ HS2 .,-0.5267,She bumps into her old nemesis - Barry - who is there to have a meeting with the same company she is trying to score!,0,The car turns out to be worth more than expected and Lucy becomes a millionaire - something to do with the car having been in a Bond movie.,0.2263,He wakes us from his dream and realises he is still at university! He wakes up and goes to make himself a cup of tea with a smile on his face.,0.3388,"He finds out her business is booming! He orders a massive bunch of flowers for her, cupcakes and a sends his love.",0.31845,No,
223,5f5b6647062e0f28c2f3d8cc,5eaeaff5553e990009a3d8c0,APPROVED,01:08.0,08:38.7,450.696,65,16:21.5,4DE9B385,United Kingdom,Female,42,"Sep 11, 2020 8:01:10 am","Sep 11, 2020 8:08:37 am",Complete,,,,English,,1599825670_5f5b67062270f9.44284068,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36 Edg/85.0.564.51",,positive,present,5eaeaff5553e990009a3d8c0,0,Her parents said she couldn't come in.,0,The Blue Team are disqualified.,-0.4215,He goes down with a serious illness which he has caught on holiday.,-0.0772,They have a row because he thinks she is patronizing him.,0,She lost her goggle when the strap broke and a strong wave carried them away.,-0.2023,She feel over and had to be taken to hospital.,0,She bumps in to an old friend who she hasn't seen for years.,0.4939,"She mentions it to a friend, who offers a higher price than the dealer does.",0.4939,He dropped his favourite mug on the floor and it shattered.,-0.4767,He dropped his phone and broke it.,-0.4215,No,
224,5f5b66634775592894e7de0b,5f0ddc22e8572609f83725d4,APPROVED,58:30.5,07:32.3,541.746,32,16:23.6,4DE9B385,United Kingdom,Male,31,"Sep 11, 2020 7:58:32 am","Sep 11, 2020 8:07:29 am",Complete,,,,English,,1599825512_5f5b6668535ab1.98711552,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,present,5f0ddc22e8572609f83725d4,0,Someone else answers the door,0,The blue team's goalkeeper gets a red card,0,coronavirus hits and his flight home is cancelled.,-0.25,john kisses his wife and she returns the kiss.,0.7269,someone else is in the sea in trouble and the lifeguard runs to save him,0.128,the skies open and it rains on them heavily,0,fire alarm in the office building,-0.5859,"she returns home to check the price online and finds it's worth tens of thousands, enough to put a deposit on a house.",0.2263,He takes a mug from the cupboard above his head and it slips from his hand and smashes on the floor,0.4939,a motorbike phone snatcher takes his phone and rides away,0,No,
225,5f5b66708901d82898043803,59836c8b06cd1f0001f8e111,APPROVED,58:40.3,18:25.8,1185.42,39,16:25.0,4DE9B385,United Kingdom,Female,33,"Sep 11, 2020 7:58:43 am","Sep 11, 2020 8:18:21 am",Complete,,,,English,,1599825523_5f5b66733b8d04.15345075,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,present,59836c8b06cd1f0001f8e111,0,They aren't in?,0,But the red team won.,0.5719,Something happens at work and he is swamped again. ,0,He hurts himself making dinner. ,-0.4767,Her goggles break.,0,She drops the wine.,0,The meeting was cancelled. ,-0.25,She has problems with her bank loan.,-0.4019,There were no teabags in the box. ,-0.296,His signal loses strength.,0.2263,No,
226,5f5b668710ec482922b63419,5bdc1c289ab26e0001a46b96,APPROVED,59:12.4,05:08.7,356.313,27,16:27.2,4DE9B385,United Kingdom,Female,37,"Sep 11, 2020 7:59:15 am","Sep 11, 2020 8:05:03 am",Complete,,,,English,,1599825555_5f5b6693b96d82.14338109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5bdc1c289ab26e0001a46b96,0,they aren't in the house when they should be,0,The blue team lose the game ,-0.4019,His flight back home is cancelled,-0.25,His wife admits to an affair,0.296,Rebecca is bitten by a shark,0,the neighbour reveals she is dying,0,The meeting was cancelled last minute,-0.25,her old car is worth a lot more than expected,0.2263,The teapot breaks,0,His phone can't call ,0,No,
227,5f5b668b9a3ef6296c8ee682,5eca601af9ac0e5879c8e2c6,APPROVED,59:18.0,03:18.1,240.098,20,16:29.5,4DE9B385,United Kingdom,Male,32,"Sep 11, 2020 7:59:19 am","Sep 11, 2020 8:03:16 am",Complete,,,,English,,1599825559_5f5b6697208100.99179651,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5eca601af9ac0e5879c8e2c6,0,parent's are dead?,-0.6486,Lose the lead and the final,-0.4019,Can't get back as he loses his passport,-0.3182,Cuts his finger,-0.296,Sees a shark,0,Forgets to buy bottle of wine,0,Enters and realises it's been cancelled,-0.25,She wants to keep it for souvenir purposes,0,pot was broken,-0.4767,Network cuts out,-0.296,No,
228,5f5b669a1c93d2292d694c00,5d66c1382d1a18000170759b,APPROVED,01:27.9,09:30.1,482.158,25,16:32.0,4DE9B385,United Kingdom,Female,44,"Sep 11, 2020 8:01:29 am","Sep 11, 2020 8:09:27 am",Complete,,,,English,,1599825689_5f5b6719c4d1e6.88616502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5d66c1382d1a18000170759b,0,Not there?,0,Red bring it back final half? ,0,Luggage gets lost on the way home including his passport,-0.3182,Someone not invited turns up ,0,Dolphin in the water,0,Bump into another neighbour? ,0,Bumps into a old college she didn't expect to see in LA,0,Someone offers her more money than the dealer,0,Drops pot,0,Someone unexpected picks up her mobile,0,No,
229,5f5b669ad97994295e74b4d3,5d3a12fa3bc59d0001b05812,APPROVED,02:30.0,43:42.5,2472.428,61,16:33.9,4DE9B385,United Kingdom,Female,48,"Sep 11, 2020 8:02:33 am","Sep 11, 2020 8:43:38 am",Complete,,,,English,,1599825753_5f5b67591feef0.25113759,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5d3a12fa3bc59d0001b05812,0,Sarah arrives at her parents home and they do not answer the door.,0,The red team score six goals in the second half and win the game.,0.5859,On return home Bill has a letter to say he is being made redundant from his job.,0,The dinner guests phone and say they are unable to attend.,0,Rebecca walks into the water and sees a shark swimming towards her.,0,Sally has forgotten her keys and is locked out of her home.,-0.2263,The building has a notice on the door to say that the building is no longer in use.,-0.296,Lucy is so surprised that she falls to the ground and bangs her head.,0.3593,Micheal was distracted by his thoughts and forgot to put the tea bags in the pot.,-0.34,AS Sean dials the number the signal fades away and he is unable to make the call.,0.0772,No,
230,5f5b66ae6c48aa07556fd141,5c3811791ede2b000115555b,APPROVED,59:45.1,11:01.4,676.227,35,16:35.9,4DE9B385,United States,Male,35,"Sep 11, 2020 7:59:46 am","Sep 11, 2020 8:10:58 am",Complete,,,,English,,1599825586_5f5b66b2ce0642.11886456,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5c3811791ede2b000115555b,0,They weren't home.,0,The red team comes back from a 4 goal deficit to defeat the blue team.,-0.6908,He returns home only to find out he has been fired from his job.,-0.5574,John slices his finger while prepping the potatoes.,0,A riptide carries Rebecca out to sea.,0,The neighbor gets hit by a car right in front of Sally's eyes.,0,The front door is locked and the Starbucks across the street is closed. She must wait without her coffee.,0,Lucy gets hit with a huge car insurance bill for her new car.,0.3182,A mug falls off the table and shatters on the floor.,0,He drops his phone in a puddle and is unable to contact his mother.,0,No,
231,5f5b66b58e2b6628fa8b6ae3,5f06f38a859dcb278b6e92f7,APPROVED,59:57.8,08:04.3,486.508,18,16:38.1,4DE9B385,United Kingdom,Male,38,"Sep 11, 2020 8:00:00 am","Sep 11, 2020 8:08:01 am",Complete,,,,English,,1599825600_5f5b66c0c4dac5.13410184,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5f06f38a859dcb278b6e92f7,0,"Her parents aren't at home, they're out shopping.",0,"3 players get a red card, causing a disqualification.",0,He forgets something important on the travel home.,0.2023,John accidentally cuts himself with the peeler.,-0.5574,"The sky becomes overcast, and suddenly a cloudburst occurs.",0,"She drops the bottle of wine, smashing it.",0,She witnesses a mugging.,0,"After sale, she gets a better offer.",0.4404,He has no milk.,-0.296,His mother doesn't answer ,0,No,
